hotel_name,rating_food,food_type,location,offer,rating,delivery_time_mins,primary_food,discount_percent,offer_amount_rs,offer_type,has_offer
Stir Fry Grill,4.3 • 48 mins,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian",Malad West, ₹175 OFF ABOVE ₹449,4.3,48.0,chinese,0.0,175.0,ABOVE,Yes
Deepak Only Veg,4.4 • 49 mins,"South Indian, Chinese, Indian",Mumbai, 10% OFF ABOVE ₹600,4.4,49.0,south indian,10.0,600.0,ABOVE,Yes
Gulistan Family Restaurant,4.1 • 43 mins,Chinese,Malad West, 10% OFF ABOVE ₹1300,4.1,43.0,chinese,10.0,1300.0,ABOVE,Yes
Keto Treats,4.4 • 52 mins,"Keto, Bakery, Ice Cream, Desserts",Evershine nagar, 10% OFF ABOVE ₹900,4.4,52.0,keto,10.0,900.0,ABOVE,Yes
Hotel Apala samadhan,4.4 • 49 mins,"Malwani, Indian, Chinese",Borivali West, ,4.4,49.0,malwani,0.0,0.0,NONE,Yes
Ravindra Restaurant,4.5 • 43 mins,"North Indian, South Indian, Chinese, Pizzas",Dahisar East, ,4.5,43.0,north indian,0.0,0.0,NONE,Yes
Apricot foods,4.5 • 43 mins,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian",Borivali West, ₹100 OFF ABOVE ₹999,4.5,43.0,sweets,0.0,100.0,ABOVE,Yes
Sattvik Tiffin Co,4.4 • 44 mins,"North Indian, Chinese",Jog Gor East, ,4.4,44.0,north indian,0.0,0.0,NONE,Yes
Govindas Veg Treat,4.3 • 45 mins,"North Indian, Chinese, Beverages, South American",Malad West, 10% OFF ABOVE ₹700,4.3,45.0,north indian,10.0,700.0,ABOVE,Yes
The Delhi Spice,4.2 • 46 mins,"Biryani, Chinese, North Indian",Jog Gor East, ,4.2,46.0,biryani,0.0,0.0,NONE,Yes
Hotel National,3.9 • 43 mins,"North Indian, Chinese",Kandivali West, ₹100 OFF ABOVE ₹999,3.9,43.0,north indian,0.0,100.0,ABOVE,Yes
The Burrow Cafe,4.4 • 53 mins,"Pastas, Continental",Malad West, 10% OFF ABOVE ₹900,4.4,53.0,pastas,10.0,900.0,ABOVE,Yes
Saundha,4.1 • 57 mins,"North Indian, Biryani, Kebabs, Chaat, Beverages",Malad Kan West, ,4.1,57.0,north indian,0.0,0.0,NONE,Yes
Raju Pav Bhaji,4 • 40 mins,Chinese,Mumbai, ₹100 OFF ABOVE ₹749,,40.0,chinese,0.0,100.0,ABOVE,Yes
Cha - Ya its cup of tea,4.5 • 40 mins,"Beverages, Snacks",Borivali West, 20% OFF ABOVE ₹500,4.5,40.0,beverages,20.0,500.0,ABOVE,Yes
Coffee By Di Bella Exclusive,4.4 • 50 mins,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery",Malad West, 10% OFF ABOVE ₹800,4.4,50.0,desserts,10.0,800.0,ABOVE,Yes
Jagtap Missal,3.8 • 34 mins,"Snacks, Indian",Borivali West, ,3.8,34.0,snacks,0.0,0.0,NONE,Yes
Nafees Biryani,4.2 • 38 mins,Mughlai,Malad East, 30% OFF UPTO ₹150,4.2,38.0,mughlai,30.0,150.0,UPTO,Yes
R K Ladoowala,3.8 • 36 mins,"Indian, Sweets, Desserts",Dahisar, 10% OFF UPTO ₹100,3.8,36.0,indian,10.0,100.0,UPTO,Yes
Biryani-Holic,4 • 38 mins,"Biryani, Indian",Malad East, 30% OFF UPTO ₹150,,38.0,biryani,30.0,150.0,UPTO,Yes
The Green Kitchen,4.3 • 39 mins,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali West, ,4.3,39.0,fast food,0.0,0.0,NONE,Yes
"Bindaas Binge ( Cakes, Pastries & More )",4.4 • 38 mins,"Bakery, Desserts, Sweets",Malad East, ,4.4,38.0,bakery,0.0,0.0,NONE,Yes
Anytime Misal,4.1 • 37 mins,"Street Food, Beverages, Desserts",Borivali West, ,4.1,37.0,street food,0.0,0.0,NONE,Yes
Andawala,4.2 • 33 mins,"Fast Food, Street Food",Borivali West, ,4.2,33.0,fast food,0.0,0.0,NONE,Yes
Chatako The Gujju's,4.4 • 38 mins,Gujarati,Dahisar East, ,4.4,38.0,gujarati,0.0,0.0,NONE,Yes
Aditi Fast Food,4 • 63 mins,"Street Food, Indian, Chinese, Beverages",Malad Kan West, ,,63.0,street food,0.0,0.0,NONE,Yes
Hotel ShreeDevi,4.5 • 41 mins,"Indian, Chinese, Punjabi",Malad West, ,4.5,41.0,indian,0.0,0.0,NONE,Yes
Thepla Junction,45 mins,Snacks,Kandivali West, ,,45.0,snacks,0.0,0.0,NONE,Yes
The Daily Deli,4.3 • 60 mins,"Continental, American, Pizzas, Pastas, Beverages, Desserts",Malad West, ₹100 OFF ABOVE ₹749,4.3,60.0,continental,0.0,100.0,ABOVE,Yes
Cherry's Kitchen,3.9 • 56 mins,"Indian, Kerala",Malad West, ,3.9,56.0,indian,0.0,0.0,NONE,Yes
Annapurna Healthy Kitchen,4.5 • 66 mins,"Gujarati, Thalis",Kandivali West, ,4.5,66.0,gujarati,0.0,0.0,NONE,Yes
Divya Chinese corner,4.3 • 40 mins,"Chinese, Indian",Dahisar East, 20% OFF ABOVE ₹700,4.3,40.0,chinese,20.0,700.0,ABOVE,Yes
Medha malvan,4.2 • 59 mins,Malwani,Goregaon, 15% OFF ABOVE ₹800,4.2,59.0,malwani,15.0,800.0,ABOVE,Yes
Vedant Snacks Corner,4.1 • 54 mins,"South Indian, Beverages, North Indian, Juices",Dahisar West, ₹125 OFF ABOVE ₹999,4.1,54.0,south indian,0.0,125.0,ABOVE,Yes
Noor Biryani Center,3.7 • 44 mins,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts",Borivali West, 30% OFF UPTO ₹150,3.7,44.0,biryani,30.0,150.0,UPTO,Yes
Dada's Chinese Kitchen,4.2 • 49 mins,Chinese,Malad East, 25% OFF UPTO ₹125,4.2,49.0,chinese,25.0,125.0,UPTO,Yes
Sun Moon & Potatoes,4.2 • 58 mins,"Continental, Chinese, Salads, Asian",Malad West, ₹175 OFF ABOVE ₹449,4.2,58.0,continental,0.0,175.0,ABOVE,Yes
Arabian Shawarma by Rudy's,4.2 • 41 mins,"Lebanese, Arabian, Salads",Borivali West, ₹100 OFF ABOVE ₹999,4.2,41.0,lebanese,0.0,100.0,ABOVE,Yes
Fakth Chicken,4.4 • 55 mins,"Indian, Snacks",Malad West, 10% OFF ABOVE ₹800,4.4,55.0,indian,10.0,800.0,ABOVE,Yes
Jalaram Kathiyawadi Thali,4.3 • 45 mins,Gujarati,Borivali West, ,4.3,45.0,gujarati,0.0,0.0,NONE,Yes
Samant Bandhu Nx,4.4 • 43 mins,"Desserts, Snacks, Sweets, Beverages",Goregaon West, ,4.4,43.0,desserts,0.0,0.0,NONE,Yes
Silver Oaks,4.4 • 54 mins,"North Indian, Mughlai, Chinese, Continental",Malad West, ,4.4,54.0,north indian,0.0,0.0,NONE,Yes
Jai Bholenath Kathiyawadi,4.1 • 49 mins,"Thalis, Gujarati, Jain",Dahisar East, ,4.1,49.0,thalis,0.0,0.0,NONE,Yes
Cafe meter on,4.4 • 51 mins,"Italian, Indian, Chinese, Continental",Borivali West, ₹100 OFF ABOVE ₹999,4.4,51.0,italian,0.0,100.0,ABOVE,Yes
Choclato,4 • 41 mins,"Desserts, Bakery",Dahisar West, ,,41.0,desserts,0.0,0.0,NONE,Yes
Cafe Lajawab,4 • 53 mins,"Arabian, Snacks",Malad Kan West, 40% OFF UPTO ₹200,,53.0,arabian,40.0,200.0,UPTO,Yes
Mary Fast Food,4.4 • 47 mins,"Chinese, Fast Food",Malad Kan West, ,4.4,47.0,chinese,0.0,0.0,NONE,Yes
Satyanarayan Lunch Home,4.3 • 46 mins,"Chinese, Indian",Jog Gor East, ,4.3,46.0,chinese,0.0,0.0,NONE,Yes
Uttar Da Puttar,4.1 • 53 mins,"North Indian, Indian, Punjabi, Biryani",Goregaon, 15% OFF ABOVE ₹800,4.1,53.0,north indian,15.0,800.0,ABOVE,Yes
Alfredo's,4.1 • 55 mins,"Italian, European",Malad Kan West, 10% OFF ABOVE ₹1000,4.1,55.0,italian,10.0,1000.0,ABOVE,Yes
Al-Falah Shawarma,4.4 • 51 mins,Lebanese,Borivali West, ,4.4,51.0,lebanese,0.0,0.0,NONE,Yes
Mothers Touch Rajasthani,4.1 • 81 mins,"Indian, Snacks",Malad West, ₹250 OFF ABOVE ₹999,4.1,81.0,indian,0.0,250.0,ABOVE,Yes
Cravings all day,4.7 • 44 mins,"Bakery, Desserts",Goregaon West	, ₹125 OFF ABOVE ₹349,4.7,44.0,bakery,0.0,125.0,ABOVE,Yes
Big Fat Monk,4.1 • 53 mins,"Chinese, Asian, Fast Food, Desserts, Beverages",Malad West, ₹175 OFF ABOVE ₹449,4.1,53.0,chinese,0.0,175.0,ABOVE,Yes
44 The Food Hub,4.4 • 54 mins,"Chinese, South Indian",Malad Kan West, 10% OFF ABOVE ₹700,4.4,54.0,chinese,10.0,700.0,ABOVE,Yes
Radha Krishna Fast Food - Mahavir Nagar,4.1 • 40 mins,"Indian, Chinese",Kandivali West, ,4.1,40.0,indian,0.0,0.0,NONE,Yes
Aniket Chinese Corner,3.5 • 28 mins,"Chinese, North Indian, Biryani",Malad Kan West, ,3.5,28.0,chinese,0.0,0.0,NONE,Yes
Jungle Juice,4.5 • 29 mins,"Beverages, Juices",Borivali West, ,4.5,29.0,beverages,0.0,0.0,NONE,Yes
Indore.Online,4.3 • 14 mins,"Sweets, Street Food",Malad East, ,4.3,14.0,sweets,0.0,0.0,NONE,Yes
Rolls Mania,4.3 • 46 mins,Fast Food,Malad East, ,4.3,46.0,fast food,0.0,0.0,NONE,Yes
Vinayak Ankit Sandwich,4.4 • 51 mins,"Snacks, Continental",Kandivali West, 15% OFF ABOVE ₹500,4.4,51.0,snacks,15.0,500.0,ABOVE,Yes
Hari Om Khaman House,4.4 • 32 mins,"Gujarati, Snacks, Sweets",Borivali West, ,4.4,32.0,gujarati,0.0,0.0,NONE,Yes
Fusion Ice Cream Cakes,4.5 • 30 mins,"Ice Cream, Desserts, Bakery, Beverages",Borivali West, ₹100 OFF ABOVE ₹999,4.5,30.0,ice cream,0.0,100.0,ABOVE,Yes
Hotel Milan Pure Veg,4.2 • 35 mins,Indian,Malad East, ₹175 OFF ABOVE ₹449,4.2,35.0,indian,0.0,175.0,ABOVE,Yes
TIBO Dalwada,4.6 • 34 mins,"Street Food, Desserts",Kandivali West, ,4.6,34.0,street food,0.0,0.0,NONE,Yes
Brain Freeze Ice cream & Desserts,3.8 • 33 mins,"Ice Cream, Desserts",Borivali West, ,3.8,33.0,ice cream,0.0,0.0,NONE,Yes
Farmhouse-Palladium,4.3 • 53 mins,"Indian, Tandoor, Chinese, Continental, Biryani, Seafood, Pizzas, Pastas",Borivali West, ,4.3,53.0,indian,0.0,0.0,NONE,Yes
Amantran Restaurant,4.2 • 47 mins,Meat,Dahisar, ,4.2,47.0,meat,0.0,0.0,NONE,Yes
Monopoly-The Chinese Edition,3.9 • 44 mins,"Chinese, Oriental, Continental",Borivali West, ,3.9,44.0,chinese,0.0,0.0,NONE,Yes
Dinshaw's Xpress Cafe And Restro,4.5 • 48 mins,"Indian, Continental, Mexican, Pizzas, Pastas, Burgers, Snacks, Fast Food, Beverages, Juices, Ice Cream, Desserts",Borivali West, ,4.5,48.0,indian,0.0,0.0,NONE,Yes
The Nature Bar,4.4 • 51 mins,"Salads, Keto, Burgers, Beverages, Mediterranean, American, Healthy Food, Grill, Greek",Jog Gor East, ₹100 OFF ABOVE ₹999,4.4,51.0,salads,0.0,100.0,ABOVE,Yes
Aakash Sweets and Snacks,4.4 • 30 mins,"Sweets, Snacks",Borivali West, ,4.4,30.0,sweets,0.0,0.0,NONE,Yes
Nagpal's Choley Bhature,4.1 • 36 mins,North Indian,Malad East, ,4.1,36.0,north indian,0.0,0.0,NONE,Yes
Mumbadevi Jalebi Wala,4.6 • 36 mins,"Snacks, Sweets",Borivali West, ₹50 OFF ABOVE ₹999,4.6,36.0,snacks,0.0,50.0,ABOVE,Yes
Chhotu's Kitchen,4.2 • 33 mins,Chinese,Borivali West, ,4.2,33.0,chinese,0.0,0.0,NONE,Yes
Desai Bhaishankar Gaurishanar (K.P.),4.8 • 34 mins,Sweets,Malad East, 10% OFF ABOVE ₹700,4.8,34.0,sweets,10.0,700.0,ABOVE,Yes
Shree Makhan Bhog,4.1 • 38 mins,"Chaat, Snacks, Sweets",Malad, ,4.1,38.0,chaat,0.0,0.0,NONE,Yes
Shawarma Heaven,4.3 • 38 mins,"Lebanese, Chinese, Indian, Continental, Tandoor",Malad West, 15% OFF ABOVE ₹900,4.3,38.0,lebanese,15.0,900.0,ABOVE,Yes
Sattva,4.4 • 35 mins,"North Indian, Chinese",Borivali West, ₹100 OFF ABOVE ₹999,4.4,35.0,north indian,0.0,100.0,ABOVE,Yes
Seeta Nx,4.3 • 39 mins,Chinese,Borivali West, ,4.3,39.0,chinese,0.0,0.0,NONE,Yes
Night Evil Chinese Food,4.1 • 38 mins,Chinese,Borivali West, ,4.1,38.0,chinese,0.0,0.0,NONE,Yes
Bhoomi Kolhapuri,4 • 30 mins,Street Food,Raja Dalvi Marg, ,,30.0,street food,0.0,0.0,NONE,Yes
Hotel Payal,4.3 • 38 mins,"Indian, Chinese",Dahisar, ,4.3,38.0,indian,0.0,0.0,NONE,Yes
Fling Confectionery,4.4 • 31 mins,"Bakery, Desserts",Borivali West, ,4.4,31.0,bakery,0.0,0.0,NONE,Yes
Pipasa,4.4 • 30 mins,"Beverages, Snacks",Borivali West, ,4.4,30.0,beverages,0.0,0.0,NONE,Yes
Dessert Junction,4.3 • 36 mins,"Desserts, Fast Food",Borivali West, ,4.3,36.0,desserts,0.0,0.0,NONE,Yes
Bina's Fresh Batch Homemade Ice Cream,4.2 • 49 mins,"Desserts, Ice Cream",Malad Kan West, ₹175 OFF ABOVE ₹1099,4.2,49.0,desserts,0.0,175.0,ABOVE,Yes
Samvene - The Bagel Cafe,4.5 • 55 mins,"American, Burgers, Italian, Continental, Pizzas, Pastas, Beverages, Snacks",Malad West, 15% OFF ABOVE ₹900,4.5,55.0,american,15.0,900.0,ABOVE,Yes
Wokstreet,3.5 • 59 mins,"Chinese, Fast Food",Malad Kan West, ₹250 OFF ABOVE ₹999,3.5,59.0,chinese,0.0,250.0,ABOVE,Yes
Moments,4.5 • 51 mins,"Bakery, Desserts",Malad Kan West, ,4.5,51.0,bakery,0.0,0.0,NONE,Yes
Hotel Malvan Katta,4.2 • 44 mins,Biryani,"VIthbhati, Goregoan (East) 3)", ,4.2,44.0,biryani,0.0,0.0,NONE,Yes
Sindhi Tadka,3.6 • 42 mins,"Sindhi, North Indian, Indian",Kandivali West, ,3.6,42.0,sindhi,0.0,0.0,NONE,Yes
Kokan Katta,4.2 • 57 mins,"Seafood, Chinese, Indian, North Indian, Beverages, Biryani",Chincholi Bunder Road, ₹175 OFF ABOVE ₹449,4.2,57.0,seafood,0.0,175.0,ABOVE,Yes
The Fusion Kitchen,4.5 • 49 mins,"Italian, Asian",Borivali West, ,4.5,49.0,italian,0.0,0.0,NONE,Yes
Oriental Stir Fry,3.8 • 45 mins,"Fast Food, Chinese, South Indian, Indian",Borivali West, ,3.8,45.0,fast food,0.0,0.0,NONE,Yes
Zesty Kitchen,4.1 • 62 mins,"Indian, Seafood, North Indian, Biryani, South Indian, Bengali, Malwani",Goregaon, 15% OFF ABOVE ₹900,4.1,62.0,indian,15.0,900.0,ABOVE,Yes
Konkan Spice,4 • 52 mins,"South Indian, Malwani",Malad West, ,,52.0,south indian,0.0,0.0,NONE,Yes
Chholay,4.3 • 51 mins,"North Indian, Indian, Jain",Malad West, ₹175 OFF ABOVE ₹449,4.3,51.0,north indian,0.0,175.0,ABOVE,Yes
British Brewing Company,4.3 • 53 mins,"Italian, American, Indian, Asian",Goregaon East, ,4.3,53.0,italian,0.0,0.0,NONE,Yes
Zoodles,4.6 • 59 mins,"Pan-Asian, Chinese, Seafood, Thai, Asian, Desserts",Malad West, ₹125 OFF ABOVE ₹249,4.6,59.0,pan-asian,0.0,125.0,ABOVE,Yes
Shawarma House Express,4.1 • 47 mins,"Indian, Beverages, Turkish",Malad Kan West, ,4.1,47.0,indian,0.0,0.0,NONE,Yes
Hotel Jyoti,4.1 • 43 mins,Indian,Malad East, ,4.1,43.0,indian,0.0,0.0,NONE,Yes
Ahare Bangla,4.8 • 69 mins,Bengali,Malad East, ,4.8,69.0,bengali,0.0,0.0,NONE,Yes
Classic Veg Restaurant,4.3 • 43 mins,Chinese,Malad East, ,4.3,43.0,chinese,0.0,0.0,NONE,Yes
The Boston Cafe & Patisserie,4.5 • 51 mins,"Desserts, Bakery",Malad West, 20% OFF UPTO ₹50,4.5,51.0,desserts,20.0,50.0,UPTO,Yes
Makhan Maar ke,4.1 • 43 mins,North Indian,Borivali West, ,4.1,43.0,north indian,0.0,0.0,NONE,Yes
Amber Restaurant,4.1 • 44 mins,"Chinese, Indian, Tandoor",trikamdas road , ₹50 OFF ABOVE ₹499,4.1,44.0,chinese,0.0,50.0,ABOVE,Yes
The Bombay Chaat Co by Spukies,4.3 • 47 mins,"Chaat, South Indian, Juices, Beverages",Jog Gor East, 10% OFF ABOVE ₹800,4.3,47.0,chaat,10.0,800.0,ABOVE,Yes
Only Roti's,4.5 • 68 mins,Desserts,Malad West, 30% OFF UPTO ₹150,4.5,68.0,desserts,30.0,150.0,UPTO,Yes
Om Snacks,4.5 • 49 mins,"Pizzas, Pastas",Goregaon, ,4.5,49.0,pizzas,0.0,0.0,NONE,Yes
Golden Leaf Restaurant,4.4 • 50 mins,"Chinese, Street Food, South Indian",Kandivali West, ₹100 OFF ABOVE ₹749,4.4,50.0,chinese,0.0,100.0,ABOVE,Yes
The Local Eatery,4.3 • 50 mins,"Indian, Chinese",Malad West, ,4.3,50.0,indian,0.0,0.0,NONE,Yes
Nityanand Lunch Home And Hotel,3.8 • 47 mins,"Biryani, Tandoor, Chinese",Jog Gor East, 10% OFF ABOVE ₹1000,3.8,47.0,biryani,10.0,1000.0,ABOVE,Yes
Street Gourmet,4.1 • 40 mins,"South Indian, Indian, Chinese",Borivali West, ,4.1,40.0,south indian,0.0,0.0,NONE,Yes
Spirit Kitchen and Bar,4.4 • 54 mins,"Indian, Chinese",Borivali West, ,4.4,54.0,indian,0.0,0.0,NONE,Yes
Hotel Shree Prabhu Niketan,4.3 • 41 mins,"Indian, Chinese",Malad East, ,4.3,41.0,indian,0.0,0.0,NONE,Yes
Image Restaurant,4.5 • 55 mins,"North Indian, Chinese, Kebabs, Biryani, Mangalorean, Desserts, Tandoor",Goregaon West, ,4.5,55.0,north indian,0.0,0.0,NONE,Yes
J.B.Dynasty And Malwani Kalwan,4.4 • 48 mins,"Chinese, Malwani, Indian, Oriental",Malad West, 10% OFF ABOVE ₹1500,4.4,48.0,chinese,10.0,1500.0,ABOVE,Yes
The Mak Broasted Fastfood,3.6 • 63 mins,"Continental, Italian",Malad East, ₹175 OFF ABOVE ₹449,3.6,63.0,continental,0.0,175.0,ABOVE,Yes
The Veg Treat Celebrations,4.5 • 41 mins,"South Indian, Punjabi, Chinese, Italian, Mexican",Dahisar, ,4.5,41.0,south indian,0.0,0.0,NONE,Yes
Uncle's Corner,4.4 • 61 mins,"Chinese, Tandoor, Seafood, Thai, Biryani, Indian",Borivali West, ,4.4,61.0,chinese,0.0,0.0,NONE,Yes
Enrich Kulfi,4.6 • 40 mins,"Desserts, Ice Cream",Malad West, ₹100 OFF ABOVE ₹999,4.6,40.0,desserts,0.0,100.0,ABOVE,Yes
Fort Kochi,4.2 • 53 mins,"South Indian, Kerala",Goregaon, ,4.2,53.0,south indian,0.0,0.0,NONE,Yes
Samarth Sagar (Pure Veg),4.1 • 50 mins,"Chinese, North Indian, South Indian, Chaat",Mumbai, ,4.1,50.0,chinese,0.0,0.0,NONE,Yes
Schumania,4.3 • 52 mins,"Indian, Chinese",Borivali West, ₹100 OFF ABOVE ₹999,4.3,52.0,indian,0.0,100.0,ABOVE,Yes
Rollzilla,4.2 • 43 mins,North Indian,Kandivali West, ,4.2,43.0,north indian,0.0,0.0,NONE,Yes
Healing Rice Bowls,3.9 • 62 mins,"Indian, South Indian, Punjabi",Malad West, ,3.9,62.0,indian,0.0,0.0,NONE,Yes
The Big Squeeze,4.1 • 54 mins,"Juices, Healthy Food, Beverages",Malad West, ₹40 OFF ABOVE ₹499,4.1,54.0,juices,0.0,40.0,ABOVE,Yes
"KBC - Kebaabs, Biryani, Curries",4.2 • 53 mins,"Kebabs, Biryani, North Indian, Indian, Snacks",Goregaon East, ₹125 OFF ABOVE ₹249,4.2,53.0,kebabs,0.0,125.0,ABOVE,Yes
The Chai Fusion,4.3 • 48 mins,"Chinese, Continental",Borivali West, 10% OFF UPTO ₹100,4.3,48.0,chinese,10.0,100.0,UPTO,Yes
Ether Atelier Chocolate,48 mins,"Desserts, Bakery",Malad Kan West, 50% OFF UPTO ₹100,,48.0,desserts,50.0,100.0,UPTO,Yes
Bombay Fast Food,43 mins,Fast Food,Borivali West, ,,43.0,fast food,0.0,0.0,NONE,Yes
Cake Valley,4 • 50 mins,"Bakery, Desserts, Beverages",Malad Kan West, 30% OFF UPTO ₹150,,50.0,bakery,30.0,150.0,UPTO,Yes
Cake & Bake,3.3 • 42 mins,Bakery,Borivali West, ,3.3,42.0,bakery,0.0,0.0,NONE,Yes
The Lunchbox,42 mins,"Indian, Thalis",Malad East, ,,42.0,indian,0.0,0.0,NONE,Yes
Hotel Samadhan,4.3 • 59 mins,"Malwani, Maharashtrian, Indian",Jog Gor East, ,4.3,59.0,malwani,0.0,0.0,NONE,Yes
The Waffle Man From the House Of Cookieman,4.1 • 58 mins,"Waffle, Desserts, Ice Cream",Malad Kan West, 40% OFF UPTO ₹80,4.1,58.0,waffle,40.0,80.0,UPTO,Yes
Sigree Global Grill,4.3 • 64 mins,"North Indian, Mughlai, Kebabs, Mediterranean, Greek, Turkish, Lebanese",Malad West, ₹150 OFF ABOVE ₹1099,4.3,64.0,north indian,0.0,150.0,ABOVE,Yes
Only Parathas,3.8 • 60 mins,"North Indian, Thalis, Chaat, Chinese, Snacks, Beverages",Malad West, ,3.8,60.0,north indian,0.0,0.0,NONE,Yes
The King's Field,4.4 • 31 mins,"Indian, Chinese, Tandoor, Snacks",Malad East, ,4.4,31.0,indian,0.0,0.0,NONE,Yes
Nagrik Sweets And Farsan,4.5 • 35 mins,Indian,Dahisar, ,4.5,35.0,indian,0.0,0.0,NONE,Yes
Rashmin Dairy Farm,4.1 • 32 mins,Indian,Malad East, ,4.1,32.0,indian,0.0,0.0,NONE,Yes
Bbc Express-By Borivali Biryani Centre,4.4 • 35 mins,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani",Borivali West, ,4.4,35.0,biryani,0.0,0.0,NONE,Yes
Emrik The Cake Point,4.5 • 34 mins,"Bakery, Snacks, Desserts",Malad Kan West, ₹175 OFF ABOVE ₹449,4.5,34.0,bakery,0.0,175.0,ABOVE,Yes
Gayatri Sweets and Farsan,4.4 • 35 mins,"North Indian, Fast Food, South Indian, Sweets",Borivali West, ,4.4,35.0,north indian,0.0,0.0,NONE,Yes
Riga Chinese Corner,4.2 • 37 mins,"Chinese, Indian",Dahisar, ,4.2,37.0,chinese,0.0,0.0,NONE,Yes
Magari,4.2 • 34 mins,"Continental, Italian, Beverages",Kandivali West, ₹100 OFF ABOVE ₹999,4.2,34.0,continental,0.0,100.0,ABOVE,Yes
shaan hotel,3.8 • 37 mins,"North Indian, Indian",Malad East, 50% OFF ABOVE ₹1000,3.8,37.0,north indian,50.0,1000.0,ABOVE,Yes
Brijwasi Sweets and Snacks,3.9 • 36 mins,Sweets,Kandivali West, ₹100 OFF ABOVE ₹749,3.9,36.0,sweets,0.0,100.0,ABOVE,Yes
Pav Bhaji Klub,4.3 • 36 mins,Indian,Borivali West, ₹150 OFF ABOVE ₹749,4.3,36.0,indian,0.0,150.0,ABOVE,Yes
Tasty Chinese Hotel,4.5 • 36 mins,Chinese,Malad East, 30% OFF UPTO ₹150,4.5,36.0,chinese,30.0,150.0,UPTO,Yes
Wow Bistro - Evershine Club,4.8 • 46 mins,Indian,Kandivali East, ,4.8,46.0,indian,0.0,0.0,NONE,Yes
H & Charlie,4.3 • 58 mins,"Burgers, Steakhouse, Desserts, Beverages, Cafe, Fast Food, Pastas",Borivali West, ₹175 OFF ABOVE ₹449,4.3,58.0,burgers,0.0,175.0,ABOVE,Yes
Royal Manglore,4 • 51 mins,Meat,Dahisar, ,,51.0,meat,0.0,0.0,NONE,Yes
Healthy Deck,4.4 • 46 mins,"Continental, Beverages, Keto, Ice Cream, Salads",Kandivali West, 15% OFF UPTO ₹100,4.4,46.0,continental,15.0,100.0,UPTO,Yes
Delhi Darbar Biryani Hub,4.1 • 44 mins,"Biryani, North Indian",Malad East, ,4.1,44.0,biryani,0.0,0.0,NONE,Yes
Burgizza,4.4 • 56 mins,"Pizzas, Italian",Malad West, ₹100 OFF ABOVE ₹749,4.4,56.0,pizzas,0.0,100.0,ABOVE,Yes
Celebrations By Kilo,3.9 • 52 mins,"North Indian, Chinese",Jog Gor East, ,3.9,52.0,north indian,0.0,0.0,NONE,Yes
Houseboat Cafe,3.9 • 56 mins,"Kerala, South Indian",Malad Kan West, ,3.9,56.0,kerala,0.0,0.0,NONE,Yes
Veg Treat Regalia,4.5 • 42 mins,"North Indian, Indian, Chinese, Continental",Borivali West, ,4.5,42.0,north indian,0.0,0.0,NONE,Yes
Oh! It's Fishy,3.9 • 49 mins,"Indian, Tandoor, Seafood, Chinese",Dahisar East, ,3.9,49.0,indian,0.0,0.0,NONE,Yes
Brijwasi Snack Foods,4.4 • 54 mins,"Snacks, Street Food, Chaat, Fast Food",Malad Kan West, 20% OFF UPTO ₹120,4.4,54.0,snacks,20.0,120.0,UPTO,Yes
Daffodils 23,4.4 • 44 mins,"Indian, Chinese, Beverages, Mexican, Continental",Kandivali West, ₹125 OFF ABOVE ₹599,4.4,44.0,indian,0.0,125.0,ABOVE,Yes
Sumeruu,4.6 • 52 mins,"Chinese, Indian",Dahisar West, ,4.6,52.0,chinese,0.0,0.0,NONE,Yes
Malvaniz,4.1 • 57 mins,"Malwani, Seafood",Malad East, ,4.1,57.0,malwani,0.0,0.0,NONE,Yes
Jayesh Food Centre,4.1 • 44 mins,Chinese,Malad East, ,4.1,44.0,chinese,0.0,0.0,NONE,Yes
The Hangout Pizza Hub,4.3 • 57 mins,Pizzas,Malad West, ₹100 OFF ABOVE ₹749,4.3,57.0,pizzas,0.0,100.0,ABOVE,Yes
Royale Masterchef Finedine,4.5 • 59 mins,"Indian, Chinese, Continental, Mexican, Lebanese",Dahisar West, 10% OFF ABOVE ₹1500,4.5,59.0,indian,10.0,1500.0,ABOVE,Yes
Subramanian Snacks,3.8 • 44 mins,"South Indian, Chinese, Fast Food, Arabian, Tandoor",Goregaon, ₹200 OFF ABOVE ₹999,3.8,44.0,south indian,0.0,200.0,ABOVE,Yes
Goaikar's goan Cuisine,4.1 • 41 mins,"North Indian, Seafood, Snacks",Borivali West, ,4.1,41.0,north indian,0.0,0.0,NONE,Yes
The Gratitude Kitchen,4.3 • 51 mins,"Indian, Burgers, Snacks, Fast Food, Salads, Desserts",Borivali West, ₹100 OFF ABOVE ₹999,4.3,51.0,indian,0.0,100.0,ABOVE,Yes
"KHA - Burgers, Fries, Fried Chicken",4.3 • 47 mins,"Burgers, American, Fast Food",Malad Kan West, ,4.3,47.0,burgers,0.0,0.0,NONE,Yes
